business_id,reporting_period,maintenance_category_key,metric_id,metric_value,metric_unit,metric_status,source_value,source_workbook,source_sheet,source_row
ausnet_transmission,2020-21,substations_equipment_property_maintenance::substation_property,average_age_of_asset_group,30.0,years,numeric,30.0,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,18
ausnet_transmission,2020-21,substations_equipment_property_maintenance::substation_property,inspection_cycle_years,0.083,years,numeric,0.083,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,18
ausnet_transmission,2020-21,substations_equipment_property_maintenance::substation_property,maintenance_cycle_years,0.5,years,numeric,0.5,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,18
ausnet_transmission,2020-21,scada_network_control_maintenance::scada_network_control,asset_quantity_at_year_end,20989.54821,count,numeric,20989.54821,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,19
ausnet_transmission,2020-21,scada_network_control_maintenance::scada_network_control,quantity_inspected_maintained,10494.774104999997,count,numeric,10494.774104999997,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,19
ausnet_transmission,2020-21,scada_network_control_maintenance::scada_network_control,average_age_of_asset_group,17.728515433326322,years,numeric,17.728515433326322,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,19
ausnet_transmission,2020-21,scada_network_control_maintenance::scada_network_control,inspection_cycle_years,4.0,years,numeric,4.0,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,19
ausnet_transmission,2020-21,scada_network_control_maintenance::scada_network_control,maintenance_cycle_years,4.0,years,numeric,4.0,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,19
ausnet_transmission,2020-21,protection_systems_maintenance::protection_systems,asset_quantity_at_year_end,6555.000000000003,count,numeric,6555.000000000003,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,20
ausnet_transmission,2020-21,protection_systems_maintenance::protection_systems,quantity_inspected_maintained,4370.000000000002,count,numeric,4370.000000000002,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,20
ausnet_transmission,2020-21,protection_systems_maintenance::protection_systems,average_age_of_asset_group,16.51615440553468,years,numeric,16.51615440553468,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,20
ausnet_transmission,2020-21,protection_systems_maintenance::protection_systems,inspection_cycle_years,3.0,years,numeric,3.0,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,20
ausnet_transmission,2020-21,protection_systems_maintenance::protection_systems,maintenance_cycle_years,3.0,years,numeric,3.0,AusNet (T) 2020-21 - Category Analysis - RIN Response - Consolidated - 29 July 2021 - PU(12595757.1).xlsx,2.8 Maintenance,20
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_towers,asset_quantity_at_year_end,13205.0,count,numeric,13205.0,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,12
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_towers,quantity_inspected_maintained,14672.222222222224,count,numeric,14672.222222222224,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,12
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_towers,average_age_of_asset_group,51.78640666414237,years,numeric,51.78640666414237,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,12
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_towers,inspection_cycle_years,1.0,years,numeric,1.0,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,12
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_towers,maintenance_cycle_years,9.0,years,numeric,9.0,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,12
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_tower_support_structures,asset_quantity_at_year_end,70460.0,count,numeric,70460.0,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,13
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_tower_support_structures,quantity_inspected_maintained,46973.333333333336,count,numeric,46973.333333333336,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,13
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_tower_support_structures,average_age_of_asset_group,50.43289809821175,years,numeric,50.43289809821175,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,13
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_tower_support_structures,inspection_cycle_years,3.0,years,numeric,3.0,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,13
ausnet_transmission,2021-22,transmission_lines_maintenance::transmission_tower_support_structures,maintenance_cycle_years,3.0,years,numeric,3.0,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,13
ausnet_transmission,2021-22,transmission_lines_maintenance::conductors,asset_quantity_at_year_end,6611.465,km,numeric,6611.465,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,14
ausnet_transmission,2021-22,transmission_lines_maintenance::conductors,quantity_inspected_maintained,2203.8216666666667,km,numeric,2203.8216666666667,AusNet (T) 2021-22 - Category Analysis - RIN Response - Consolidated - 28 July 2022 - PUBLIC(14205738.1).xlsx,2.8 Maintenance,14
