reporting_period,maintenance_activity,maintenance_asset_subcategory,source_currency_unit,routine_maintenance_expenditure,non_routine_maintenance_expenditure,source_workbook,source_sheet,source_row
2020-21,Substations equipment & property maintenance,Substation power transformers,$0's,1221508.1411058966,1422903.2202991194,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,55
2020-21,Substations equipment & property maintenance,Substation property,$0's,4146428.322587103,2853874.1921945843,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,56
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,$0's,2556270.58,475418.71,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,57
2020-21,Protection systems maintenance,Protection systems maintenance,$0's,3506322.86,924542.26,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,58
2020-21,Other maintenance activity ,RIGHT OF WAY (ROW) MAINTENANCE,$0's,1839752.33,21893.81,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,59
2021-22,Transmission lines maintenance,Transmission towers,$0's,2102402.5849604513,9617378.912861472,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,50
2021-22,Transmission lines maintenance,Transmission tower support structures,$0's,2277728.3955203183,4634378.8961385945,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,51
2021-22,Transmission lines maintenance,Conductors,$0's,763962.189711647,1646226.6831063675,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,52
2021-22,Transmission lines maintenance,Transmission cables,$0's,491840.08980758424,127331.90789356535,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,53
2021-22,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,1961154.72945586,3318750.0093960646,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,54
2021-22,Substations equipment & property maintenance,Substation power transformers,$0's,1398698.9040549411,1894248.5666541054,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,55
2021-22,Substations equipment & property maintenance,Substation property,$0's,4128043.4164891983,2756676.6339498297,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,56
2021-22,SCADA & network control maintenance,SCADA & network control maintenance,$0's,2100562.57,401125.57,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,57
2021-22,Protection systems maintenance,Protection systems maintenance,$0's,1876020.25,1217297.63,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,58
2021-22,Other maintenance activity ,Right of Way (Row) Maintenance,$0's,2135124.26,8129.22,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,59
2022-23,Transmission lines maintenance,Transmission towers,$0's,2086788.114197012,6313330.739415282,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,50
2022-23,Transmission lines maintenance,Transmission tower support structures,$0's,2260811.7860691478,3042239.1597737274,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,51
2022-23,Transmission lines maintenance,Conductors,$0's,758288.2691405069,1080665.9087334217,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,52
2022-23,Transmission lines maintenance,Transmission cables,$0's,488187.21059333405,83587.0620775676,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,53
2022-23,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,2318569.3939992194,4639045.744318289,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,54
2022-23,Substations equipment & property maintenance,Substation power transformers,$0's,1653607.6535184102,2647836.000584108,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,55
2022-23,Substations equipment & property maintenance,Substation property,$0's,4880367.15248237,3853363.155097604,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,56
2022-23,SCADA & network control maintenance,SCADA & network control maintenance,$0's,2177166.05,393802.51,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,57
2022-23,Protection systems maintenance,Protection systems maintenance,$0's,1596668.57,947198.82,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,58
2022-23,Other maintenance activity ,Right of Way (Row) Maintenance,$0's,2141473.6,138541.58,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,59
2023-24,Transmission lines maintenance,Transmission towers,$,1852435.8423364665,8762016.110286703,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,51
2023-24,Transmission lines maintenance,Transmission tower support structures,$,2006916.1582812362,4222200.551424189,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,52
2023-24,Transmission lines maintenance,Conductors,$,673130.3283849072,1499812.4592212997,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,53
2023-24,Transmission lines maintenance,Transmission cables,$,433362.39099739055,116007.09906780736,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,54
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$,3299895.3405746147,3687023.345319078,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,55
2023-24,Substations equipment & property maintenance,Substation power transformers,$,2353490.995398588,2104448.5626568296,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,56
2023-24,Substations equipment & property maintenance,Substation property,$,6945964.554026798,3062578.102024092,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,57
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,$,2549910.02,336826.49,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,58
2023-24,Protection systems maintenance,Protection systems maintenance,$,2537317.66,1442503.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,59
2023-24,Other maintenance activity ,ROW MAINTENANCE,$,2538162.97,454160.12,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,60
2020-21,Transmission lines maintenance,Transmission towers,$0's,2840936.0000000144,7773311.210980312,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,50
2020-21,Transmission lines maintenance,Transmission tower support structures,$0's,53017.60000000001,28950166.339016367,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,51
2020-21,Transmission lines maintenance,Conductors,$0's,0.0,723780.315138938,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,52
2020-21,Transmission lines maintenance,Transmission cables,$0's,220444.88000000032,8548250.232597137,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,53
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,4583217.587999981,14741764.16341809,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,54
2020-21,Substations equipment & property maintenance,Substation power transformers,$0's,1544174.4169999992,3412554.1396866273,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,55
2020-21,Substations equipment & property maintenance,Substation property,$0's,1485737.9250000007,4014437.6353559974,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,56
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,$0's,1119461.8300000003,5362255.67163142,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,57
2020-21,Protection systems maintenance,Protection systems maintenance,$0's,979355.0199999982,2260944.2122846562,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,58
2020-21,Other maintenance activity ,Tramsission tower support structures,$0's,,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,59
2020-21,,Corridor maintenance (Non vegetation),$0's,5554.47,397031.896290448,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,60
2021-22,Transmission lines maintenance,Transmission towers,$0's,2764277.1800000034,8197698.901035492,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,50
2021-22,Transmission lines maintenance,Transmission tower support structures,$0's,113010.50999999997,22029787.14595901,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,51
2021-22,Transmission lines maintenance,Conductors,$0's,0.0,2062792.9493119996,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,52
2021-22,Transmission lines maintenance,Transmission cables,$0's,168717.9500000001,4360635.254556499,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,53
2021-22,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,5381286.541999959,16313889.729245998,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,54
2021-22,Substations equipment & property maintenance,Substation power transformers,$0's,1617482.9779999987,4652850.208344001,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,55
2021-22,Substations equipment & property maintenance,Substation property,$0's,1872858.7799999942,4688158.604650004,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,56
2021-22,SCADA & network control maintenance,SCADA & network control maintenance,$0's,1370722.1599999988,4634534.143880008,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,57
2021-22,Protection systems maintenance,Protection systems maintenance,$0's,855778.0000000028,2733477.7607744974,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,58
2021-22,Other maintenance activity ,Transmission tower support structures,$0's,,,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,59
2021-22,,Corridor maintenance (non vegetation),$0's,5411.980000000002,1821578.2222424995,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,60
2022-23,Transmission lines maintenance,Transmission towers,$,4337653.0,3537960.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,51
2022-23,Transmission lines maintenance,Transmission tower support structures,$,120920.0,27945669.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,52
2022-23,Transmission lines maintenance,Conductors,$,0.0,547980.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,53
2022-23,Transmission lines maintenance,Transmission cables,$,230268.0,618509.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,54
2022-23,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$,6269276.0,18401672.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,55
2022-23,Substations equipment & property maintenance,Substation power transformers,$,1103131.0,3044185.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,56
2022-23,Substations equipment & property maintenance,Substation property,$,2309614.0,9662588.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,57
2022-23,SCADA & network control maintenance,SCADA & network control maintenance,$,1997879.0,5501340.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,58
2022-23,Protection systems maintenance,Protection systems maintenance,$,910800.0,2052985.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,59
2022-23,Other maintenance activity ,Transmission tower support structures,$,,,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,60
2022-23,,Corridor maintenance (non veg),$,6149.0,3346936.0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,61
2023-24,Transmission lines maintenance,Transmission towers,$,4114442.461499992,4435768.91869999,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,51
2023-24,Transmission lines maintenance,Transmission tower support structures,$,79674.74399999996,22351036.215200022,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,52
2023-24,Transmission lines maintenance,Conductors,$,0.0,251540.56999999998,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,53
2023-24,Transmission lines maintenance,Transmission cables,$,237941.61000000066,654330.8800000005,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,54
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$,7085515.795999972,18768856.200699843,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,55
2023-24,Substations equipment & property maintenance,Substation power transformers,$,1442174.4496000016,5414100.97350001,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,56
2023-24,Substations equipment & property maintenance,Substation property,$,2401594.0562000056,13231336.356500003,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,57
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,$,2082777.090400001,6187779.07829998,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,58
2023-24,Protection systems maintenance,Protection systems maintenance,$,1039544.86,4336162.843799991,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,59
2023-24,Other maintenance activity ,Transmission Towers Support,$,,,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,60
2023-24,,Corridor Maintenance (Non-Veg),$,7676.85,3765969.496399998,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,61
2018-19,Transmission lines maintenance,Transmission towers,$0's,3356928.96208788,9814196.73244444,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,50
2018-19,Transmission lines maintenance,Transmission tower support structures,$0's,,,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,51
2018-19,Transmission lines maintenance,Conductors,$0's,277910.239090828,403113.475856888,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,52
2018-19,Transmission lines maintenance,Transmission cables,$0's,596604.124865623,590501.571100314,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,53
2018-19,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,2291589.81497789,3106949.03509366,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,54
2018-19,Substations equipment & property maintenance,Substation power transformers,$0's,1355585.08240546,729491.981192129,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,55
2018-19,Substations equipment & property maintenance,Substation property,$0's,2411056.21325687,6445688.08106201,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,56
2018-19,SCADA & network control maintenance,SCADA & network control maintenance,$0's,56625.8462591599,354612.262380175,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,57
2018-19,Protection systems maintenance,Protection systems maintenance,$0's,633403.975845889,1009507.43181769,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,58
2018-19,Other maintenance activity ,Metering,$0's,546802.826051476,250935.188744235,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,59
2018-19,,Communications,$0's,422078.79481913,3215328.28629985,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,60
2019-20,Transmission lines maintenance,Transmission towers,$0's,7822629.0,5742999.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,50
2019-20,Transmission lines maintenance,Transmission tower support structures,$0's,,,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,51
2019-20,Transmission lines maintenance,Conductors,$0's,256886.0,442186.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,52
2019-20,Transmission lines maintenance,Transmission cables,$0's,700597.0,349755.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,53
2019-20,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,2141113.0,2375999.0399311,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,54
2019-20,Substations equipment & property maintenance,Substation power transformers,$0's,810521.0,517455.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,55
2019-20,Substations equipment & property maintenance,Substation property,$0's,3251541.0,8476088.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,56
2019-20,SCADA & network control maintenance,SCADA & network control maintenance,$0's,62913.0,662521.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,57
2019-20,Protection systems maintenance,Protection systems maintenance,$0's,474680.0,617568.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,58
2019-20,Other maintenance activity ,Metering,$0's,496996.0,236808.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,59
2019-20,,Communications,$0's,510652.0,2725499.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,60
2019-20,,Bushfire Remediation,$0's,,8302044.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,61
2020-21,Transmission lines maintenance,Transmission towers,$0's,5169028.0,5912289.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,50
2020-21,Transmission lines maintenance,Transmission tower support structures,$0's,0.0,0.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,51
2020-21,Transmission lines maintenance,Conductors,$0's,505044.0,465658.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,52
2020-21,Transmission lines maintenance,Transmission cables,$0's,601551.0,351328.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,53
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$0's,2102979.0,2746524.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,54
2020-21,Substations equipment & property maintenance,Substation power transformers,$0's,1146164.0,606471.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,55
2020-21,Substations equipment & property maintenance,Substation property,$0's,5218591.0,5672945.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,56
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,$0's,45777.0,567934.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,57
2020-21,Protection systems maintenance,Protection systems maintenance,$0's,533046.0,520189.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,58
2020-21,Other maintenance activity ,Metering,$0's,300237.0,198491.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,59
2020-21,,Communications,$0's,378559.0,2053836.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,60
2020-21,,Bushfire Remediation,$0's,,5298843.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,61
2022-23,Transmission lines maintenance,Transmission towers,$,5452948.0,8181433.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,51
2022-23,Transmission lines maintenance,Transmission tower support structures,$,,,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,52
2022-23,Transmission lines maintenance,Conductors,$,471823.0,603304.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,53
2022-23,Transmission lines maintenance,Transmission cables,$,734356.0,418379.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,54
2022-23,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$,1454533.0,2611448.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,55
2022-23,Substations equipment & property maintenance,Substation power transformers,$,1560406.0,1464114.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,56
2022-23,Substations equipment & property maintenance,Substation property,$,6165173.0,7152146.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,57
2022-23,SCADA & network control maintenance,SCADA & network control maintenance,$,32712.0,510468.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,58
2022-23,Protection systems maintenance,Protection systems maintenance,$,1150739.0,617753.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,59
2022-23,Other maintenance activity ,Metering,$,499217.0,220259.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,60
2022-23,,Communications,$,400286.0,1439324.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,61
2022-23,,Bushfire Remediation,$,,18157008.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,62
