reporting_period,maintenance_activity,maintenance_asset_category,measure_asset_quantity,source_unit,asset_quantity_at_year_end,quantity_inspected_maintained,average_age_of_asset_group,inspection_cycle_years,maintenance_cycle_years,source_workbook,source_sheet,source_row
2017-18,Transmission lines maintenance,Conductors,Route length,km,5494.97,5494.97,44.7,0.5,Nil. Cond mon.&corr mtce,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,14
2017-18,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,14.2,0.02,Nil. Cond mon.&corr mtce,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,15
2017-18,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1604.0,1604.0,26.4,0.25,6,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,16
2017-18,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,138.0,138.0,27.3,0.25,6,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,17
2017-18,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,78.0,78.0,38.9,0.25,0.5,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,18
2017-18,SCADA & network control maintenance,SCADA & network control maintenance,Number of Comms Sites,0's,119.0,119.0,28.9,0.5,Nil. Cond mon.&corr mtce,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,19
2017-18,Protection systems maintenance,Protection systems maintenance,Number of Protection Systems,0's,1437.0,1437.0,13.2,0.25,4,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,20
2017-18,Other maintenance activity ,,<NSP to enter measure>,,,,,,,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,21
2017-18,Right of way (Row) Maintenance ,Row Maintenance,Length (Route KM),km,4537.0,4537.0,46.1,0.5,3,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,22
2018-19,Transmission lines maintenance,Transmission towers,Number of towers,0's,13215.0,13215.0,47.5,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,12
2018-19,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,58352.0,58352.0,45.04,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,13
2018-19,Transmission lines maintenance,Conductors,Route length,km,5485.47,5485.47,45.24,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,14
2018-19,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,17.4,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,15
2018-19,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1612.0,1612.0,26.9,0.25,6,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,16
2018-19,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,137.0,137.0,26.9,0.25,6,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,17
2018-19,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,78.0,78.0,39.9,0.25,0.5,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,18
2018-19,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,120.0,120.0,30.0,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,19
2018-19,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1436.0,1436.0,12.6,0.25,4,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,20
2018-19,Other maintenance activity ,RIGHT OF WAY (ROW) MAINTENANCE,LENGTH (ROUTE KM),,4526.0,4526.0,45.24,0.5,3,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,21
2019-20,Transmission lines maintenance,Transmission towers,Number of towers,0's,13250.0,13250.0,48.3,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,12
2019-20,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,58393.0,58393.0,46.0,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,13
2019-20,Transmission lines maintenance,Conductors,Route length,km,5492.5,5492.5,46.6,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,14
2019-20,Transmission lines maintenance,Transmission cables,Route length,km,0.027,0.027,18.0,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,15
2019-20,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1622.0,1622.0,27.9,0.25,6,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,16
2019-20,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,143.0,143.0,27.0,0.25,6,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,17
2019-20,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,78.0,78.0,40.9,0.25,0.5,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,18
2019-20,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,118.0,118.0,31.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,19
2019-20,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1485.0,1485.0,14.0,0.25,4,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,20
2019-20,Other maintenance activity ,RIGHT OF WAY ROW MAINTENANCE,LENGTH (ROUTE KM),,4531.0,4531.0,46.6,0.5,3,ElectraNet 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11672792).xlsx,2.8 Maintenance,21
2020-21,Transmission lines maintenance,Transmission towers,Number of towers,0's,13193.0,13193.0,48.6,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,12
2020-21,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,58944.0,58944.0,46.9,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,13
2020-21,Transmission lines maintenance,Conductors,Route length,km,5488.7,5488.7,47.46,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,14
2020-21,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,19.0,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,15
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1708.0,1708.0,26.8,0.25,6,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,16
2020-21,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,146.0,146.0,27.0,0.25,6,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,17
2020-21,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,78.0,78.0,42.2,0.25,0.5,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,18
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,118.0,118.0,32.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,19
2020-21,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1521.0,1521.0,14.3,0.25,4,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,20
2020-21,Other maintenance activity ,RIGHT OF WAY (ROW) MAINTENANCE,LENGTH (ROUTE KM),,4527.0,4527.0,49.8,0.5,3,ElectraNet 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029806.1).xlsx,2.8 Maintenance,21
2021-22,Transmission lines maintenance,Transmission towers,Number of towers,0's,13189.0,13189.0,49.3,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,12
2021-22,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,59311.0,59311.0,47.6,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,13
2021-22,Transmission lines maintenance,Conductors,Route length,km,5491.0,5491.0,48.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,14
2021-22,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,20.0,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,15
2021-22,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1738.0,1738.0,27.3,0.25,6,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,16
2021-22,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,146.0,146.0,28.0,0.25,6,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,17
2021-22,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,77.0,77.0,42.9,0.25,0.5,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,18
2021-22,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,118.0,118.0,33.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,19
2021-22,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1545.0,1545.0,14.7,0.25,4,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,20
2021-22,Other maintenance activity ,Right of Way (Row) Maintenance,LENGTH (ROUTE KM),,4509.8,4509.8,50.6,0.5,3,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,21
2022-23,Transmission lines maintenance,Transmission towers,Number of towers,0's,13699.0,13699.0,48.7,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,12
2022-23,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,61006.0,61006.0,45.38,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,13
2022-23,Transmission lines maintenance,Conductors,Route length,km,6014.67,6014.67,46.36,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,14
2022-23,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,21.0,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,15
2022-23,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1761.0,1761.0,28.3,0.25,6,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,16
2022-23,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,147.0,147.0,28.9,0.25,6,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,17
2022-23,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,77.0,77.0,44.0,0.25,0.5,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,18
2022-23,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,122.0,122.0,33.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,19
2022-23,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1624.0,1624.0,14.3,0.25,4,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,20
2022-23,Other maintenance activity ,Right of Way (Row) Maintenance,LENGTH (ROUTE KM),,4773.2,4773.2,49.8,0.5,3,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,21
2023-24,Transmission lines maintenance,Transmission towers,Number of towers,number,13578.0,13578.0,47.9,0.5,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,13
2023-24,Transmission lines maintenance,Transmission tower support structures,Number of towers,number,63115.0,63115.0,43.96,0.5,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,14
2023-24,Transmission lines maintenance,Conductors,Route length,km,6211.59,6211.59,44.95,0.5,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,15
2023-24,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,22.0,0.02,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,16
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,number,1835.0,1835.0,28.8,0.25,6.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,17
2023-24,Substations equipment & property maintenance,Substation power transformers,Number of transformers,number,152.0,152.0,28.0,0.25,6.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,18
2023-24,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,number,78.0,78.0,44.4,0.25,0.5,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,19
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,126.0,126.0,33.0,0.5,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,20
2023-24,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1678.0,1678.0,15.0,0.25,4.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,21
2023-24,Other maintenance activity ,ROW MAINTENANCE,LENGTH (ROUTE KM),,4765.72,4765.72,51.4,0.5,3.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,22
2019-20,Transmission lines maintenance,Transmission towers,Number of towers,0's,23537.0,23537.0,31.18,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,12
2019-20,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,23537.0,23537.0,31.18,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,13
2019-20,Transmission lines maintenance,Conductors,Route length,km,9627.0,9627.0,29.06,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,14
2019-20,Transmission lines maintenance,Transmission cables,Route length,km,20.24,20.24,22.07,0.5,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,15
2019-20,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1485.0,1485.0,17.88,0.5,6,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,16
2019-20,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,201.0,201.0,19.62,0.5,6,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,17
2019-20,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,127.0,127.0,29.04,0.5,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,18
2019-20,SCADA & network control maintenance,SCADA & network control maintenance,COMMS AND SCADA EQUIPMENT,,5998.0,5998.0,11.044,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,19
2019-20,Protection systems maintenance,Protection systems maintenance,PROTECTION RELAYS,,5027.0,5027.0,10.477,6.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,20
2019-20,Other maintenance activity ,TRANSMISSION TOWERS SUPPORT STRUCTURES,INSULATOR STRINGS (000's),,168.0,1.433,17.67,5.861,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,21
2019-20,,CORRIDOR MAINTENANCE (NON VEG),LENGTH (ROUTE KM),,9634.0,1372.0,31.18,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,22
2020-21,Transmission lines maintenance,Transmission towers,Number of towers,0's,23550.0,23550.0,32.12,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,12
2020-21,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,23550.0,23550.0,32.12,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,13
2020-21,Transmission lines maintenance,Conductors,Route length,km,9629.0,9629.0,30.0,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,14
2020-21,Transmission lines maintenance,Transmission cables,Route length,km,20.24,20.24,23.07,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,15
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1482.0,1482.0,18.09,0.5,6.0,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,16
2020-21,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,201.0,201.0,20.18,0.5,6.0,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,17
2020-21,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,128.0,128.0,29.83,0.5,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,18
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,Comms and SCADA equipment,,6212.0,6212.0,11.48,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,19
2020-21,Protection systems maintenance,Protection systems maintenance,Protection relays,,5030.0,5030.0,11.12,6.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,20
2020-21,Other maintenance activity ,Tramsission tower support structures,Insulator Strings (000's),,168.5,1457.0,17.76,5.782,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,21
2020-21,,Corridor maintenance (Non vegetation),Length (Route km),km,9636.0,1363.0,32.12,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,22
2021-22,Transmission lines maintenance,Transmission towers,Number of towers,0's,23551.0,23551.0,33.13,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,12
2021-22,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,23551.0,23551.0,33.13,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,13
2021-22,Transmission lines maintenance,Conductors,Route length,km,9629.0,9629.0,31.0,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,14
2021-22,Transmission lines maintenance,Transmission cables,Route length,km,20.24,20.24,24.07,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,15
2021-22,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1475.0,1475.0,18.42,0.5,6,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,16
2021-22,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,197.0,197.0,20.18,0.5,6,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,17
2021-22,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,128.0,128.0,30.83,0.5,6,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,18
2021-22,SCADA & network control maintenance,SCADA & network control maintenance,Comms and SCADA equipment,,6386.0,6386.0,11.929,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,19
2021-22,Protection systems maintenance,Protection systems maintenance,Protection relays,,4967.0,4967.0,11.691,6.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,20
2021-22,Other maintenance activity ,Transmission tower support structures,Insulator strings (000's),,168.845,1.48,16.56,5.706,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,21
2021-22,,Corridor maintenance (non vegetation),Length (Route km),,9636.0,1549.0,33.13,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,22
2022-23,Transmission lines maintenance,Transmission towers,Number of towers,number,23599.0,23599.0,34.09,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,13
2022-23,Transmission lines maintenance,Transmission tower support structures,Number of towers,number,23599.0,23599.0,34.1,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,14
2022-23,Transmission lines maintenance,Conductors,Route length,km,9636.0,9636.0,31.97,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,15
2022-23,Transmission lines maintenance,Transmission cables,Route length,km,20.24,20.24,25.07,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,16
2022-23,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,number,1485.0,1485.0,18.87,0.5,6,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,17
2022-23,Substations equipment & property maintenance,Substation power transformers,Number of transformers,number,199.0,199.0,20.54,0.5,6,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,18
