reporting_period,maintenance_activity,maintenance_asset_category,measure_asset_quantity,source_unit,asset_quantity_at_year_end,quantity_inspected_maintained,average_age_of_asset_group,inspection_cycle_years,maintenance_cycle_years,source_workbook,source_sheet,source_row,business,landing_page_url,source_page_url,metadata_match_status,maintenance_activity_resolved,activity_resolution_status,activity_anchor_source_row,row_classification,analytic_row_eligible,maintenance_activity_standard_id,maintenance_activity_standard,maintenance_asset_standard_id,maintenance_asset_standard,activity_mapping_status,asset_mapping_status,quantity_unit_standard,quantity_scale_factor,quantity_unit_status,asset_quantity_at_year_end_standard,asset_quantity_at_year_end_status,quantity_inspected_maintained_standard,quantity_inspected_maintained_status,average_age_of_asset_group_standard,average_age_of_asset_group_status,inspection_cycle_years_standard,inspection_cycle_years_status,maintenance_cycle_years_standard,maintenance_cycle_years_status
2018-19,Transmission lines maintenance,Transmission cables,Route length,km,70.01499999999999,66.39799999999998,15.598181669164491,0.0967327027443891,1.4835392415910882,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,15,Transgrid,https://www.aer.gov.au/documents/transgrid-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,70.01499999999999,numeric,66.39799999999998,numeric,15.598181669164491,numeric,0.0967327027443891,numeric,1.4835392415910882,numeric
2018-19,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2273.0,672.0,30.56577210734712,0.5,5.340773873123715,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,16,Transgrid,https://www.aer.gov.au/documents/transgrid-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,2273.0,numeric,672.0,numeric,30.56577210734712,numeric,0.5,numeric,5.340773873123715,numeric
2018-19,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,218.0,210.0,22.86697247706422,0.5,5.10091743119266,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,17,Transgrid,https://www.aer.gov.au/documents/transgrid-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,218.0,numeric,210.0,numeric,22.86697247706422,numeric,0.5,numeric,5.10091743119266,numeric
2018-19,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,94.0,94.0,35.680851063829785,0.5851063829787234,0.25,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,18,Transgrid,https://www.aer.gov.au/documents/transgrid-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,94.0,numeric,94.0,numeric,35.680851063829785,numeric,0.5851063829787234,numeric,0.25,numeric
2018-19,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1887.0,160.0,8.15,,,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,19,Transgrid,https://www.aer.gov.au/documents/transgrid-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,standardized_source_unit,1887.0,numeric,160.0,numeric,8.15,numeric,,blank,,blank
2018-19,Protection systems maintenance,Protection systems maintenance,Number of main protection assets,0's,3125.0,1251.0,14.92,,6.27,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,20,Transgrid,https://www.aer.gov.au/documents/transgrid-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,standardized_source_unit,3125.0,numeric,1251.0,numeric,14.92,numeric,,blank,6.27,numeric
2018-19,Other maintenance activity ,Metering,Number,0's,828.0,318.0,7.14,2.5,5.0,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,21,Transgrid,https://www.aer.gov.au/documents/transgrid-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,metering,Metering,mapped,mapped,count,1.0,standardized_source_unit,828.0,numeric,318.0,numeric,7.14,numeric,2.5,numeric,5.0,numeric
2018-19,,Communications,Number,0's,1806.0,1257.0,6.36,0.5,3.0,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,22,Transgrid,https://www.aer.gov.au/documents/transgrid-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,communications,Communications,mapped,mapped,count,1.0,standardized_source_unit,1806.0,numeric,1257.0,numeric,6.36,numeric,0.5,numeric,3.0,numeric
2019-20,Transmission lines maintenance,Transmission towers,Number of towers,0's,37282.0,13784.0,38.54656403,5.087986,5.065677,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,12,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,37282.0,numeric,13784.0,numeric,38.54656403,numeric,5.087986,numeric,5.065677,numeric
2019-20,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,,,,,,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,13,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,,blank,,blank,,blank,,blank,,blank
2019-20,Transmission lines maintenance,Conductors,Route length,km,11262.39089,2050.748667,42.83425168,3.441036,0.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,14,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,11262.39089,numeric,2050.748667,numeric,42.83425168,numeric,3.441036,numeric,0.0,numeric
2019-20,Transmission lines maintenance,Transmission cables,Route length,km,70.165,70.165,15.6,0.1,1.5,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,15,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,70.165,numeric,70.165,numeric,15.6,numeric,0.1,numeric,1.5,numeric
2019-20,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2276.0,608.0,31.3,0.5,5.7,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,16,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,2276.0,numeric,608.0,numeric,31.3,numeric,0.5,numeric,5.7,numeric
2019-20,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,218.0,210.0,23.9,0.5,5.4,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,17,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,218.0,numeric,210.0,numeric,23.9,numeric,0.5,numeric,5.4,numeric
2019-20,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,94.0,94.0,36.7,0.5,0.3,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,18,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,94.0,numeric,94.0,numeric,36.7,numeric,0.5,numeric,0.3,numeric
2019-20,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1894.0,167.0,9.17,,,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,19,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,standardized_source_unit,1894.0,numeric,167.0,numeric,9.17,numeric,,blank,,blank
2019-20,Protection systems maintenance,Protection systems maintenance,Number of main protection assets,0's,3148.0,778.0,15.56,,6.3,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,20,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,standardized_source_unit,3148.0,numeric,778.0,numeric,15.56,numeric,,blank,6.3,numeric
2019-20,Other maintenance activity ,Metering Systems,Number,0's,837.0,451.0,7.93,2.5,5.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,21,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,metering_systems,Metering Systems,mapped,mapped,count,1.0,standardized_source_unit,837.0,numeric,451.0,numeric,7.93,numeric,2.5,numeric,5.0,numeric
2019-20,,Communications,Number,0's,1765.0,1035.0,7.13,0.5,3.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,22,Transgrid,https://www.aer.gov.au/documents/transgrid-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=3,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,communications,Communications,mapped,mapped,count,1.0,standardized_source_unit,1765.0,numeric,1035.0,numeric,7.13,numeric,0.5,numeric,3.0,numeric
2020-21,Transmission lines maintenance,Transmission towers,Number of towers,0's,37305.0,8340.0,39.05337086,5.610796244,5.253979416,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,12,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,37305.0,numeric,8340.0,numeric,39.05337086,numeric,5.610796244,numeric,5.253979416,numeric
2020-21,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,,,,,,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,13,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,,blank,,blank,,blank,,blank,,blank
2020-21,Transmission lines maintenance,Conductors,Route length,km,11241.0,9085.0,43.78200132,3.417180641,,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,14,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,11241.0,numeric,9085.0,numeric,43.78200132,numeric,3.417180641,numeric,,blank
2020-21,Transmission lines maintenance,Transmission cables,Route length,km,70.165,70.165,16.44536683,0.100206108,1.480367705,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,15,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,70.165,numeric,70.165,numeric,16.44536683,numeric,0.100206108,numeric,1.480367705,numeric
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2282.0,581.0,32.1,0.5,5.4,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,16,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,2282.0,numeric,581.0,numeric,32.1,numeric,0.5,numeric,5.4,numeric
2020-21,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,215.0,195.0,24.0,0.5,5.5,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,17,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,215.0,numeric,195.0,numeric,24.0,numeric,0.5,numeric,5.5,numeric
2020-21,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,95.0,94.0,36.3,0.5,0.3,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,18,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,95.0,numeric,94.0,numeric,36.3,numeric,0.5,numeric,0.3,numeric
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1875.0,161.0,10.1,,,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,19,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,standardized_source_unit,1875.0,numeric,161.0,numeric,10.1,numeric,,blank,,blank
2020-21,Protection systems maintenance,Protection systems maintenance,Number,0's,3158.0,640.0,15.7,,6.3,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,20,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,standardized_source_unit,3158.0,numeric,640.0,numeric,15.7,numeric,,blank,6.3,numeric
2020-21,Other maintenance activity ,Metering Systems,Number,0's,842.0,476.0,8.8,2.5,5.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,21,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,metering_systems,Metering Systems,mapped,mapped,count,1.0,standardized_source_unit,842.0,numeric,476.0,numeric,8.8,numeric,2.5,numeric,5.0,numeric
2020-21,,Communications,Number,0's,1804.0,730.0,7.9,0.5,3.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,22,Transgrid,https://www.aer.gov.au/documents/transgrid-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,communications,Communications,mapped,mapped,count,1.0,standardized_source_unit,1804.0,numeric,730.0,numeric,7.9,numeric,0.5,numeric,3.0,numeric
2021-22,Transmission lines maintenance,Transmission towers,Number of towers,0's,37315.0,12284.0,39.73788021,5.62,5.15,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,12,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,37315.0,numeric,12284.0,numeric,39.73788021,numeric,5.62,numeric,5.15,numeric
2021-22,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,,,,,,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,13,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,,blank,,blank,,blank,,blank,,blank
2021-22,Transmission lines maintenance,Conductors,Route length,km,11239.31,86.154,44.75390019,3.44,0.0,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,14,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,11239.31,numeric,86.154,numeric,44.75390019,numeric,3.44,numeric,0.0,numeric
2021-22,Transmission lines maintenance,Transmission cables,Route length,km,90.785,90.785,17.18499201,0.083339335,1.814286501,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,15,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,90.785,numeric,90.785,numeric,17.18499201,numeric,0.083339335,numeric,1.814286501,numeric
2021-22,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2325.0,494.0,33.0,0.5,5.9,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,16,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,2325.0,numeric,494.0,numeric,33.0,numeric,0.5,numeric,5.9,numeric
2021-22,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,208.0,192.0,19.7,0.5,5.5,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,17,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,208.0,numeric,192.0,numeric,19.7,numeric,0.5,numeric,5.5,numeric
2021-22,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,95.0,94.0,38.3,0.5,0.3,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,18,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,95.0,numeric,94.0,numeric,38.3,numeric,0.5,numeric,0.3,numeric
2021-22,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1883.0,222.0,11.1,,,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,19,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,standardized_source_unit,1883.0,numeric,222.0,numeric,11.1,numeric,,blank,,blank
2021-22,Protection systems maintenance,Protection systems maintenance,Number,0's,3227.0,767.0,15.6,,6.4,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,20,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,standardized_source_unit,3227.0,numeric,767.0,numeric,15.6,numeric,,blank,6.4,numeric
2021-22,Other maintenance activity ,Metering,Number,0's,839.0,622.0,9.5,2.5,5.0,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,21,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,metering,Metering,mapped,mapped,count,1.0,standardized_source_unit,839.0,numeric,622.0,numeric,9.5,numeric,2.5,numeric,5.0,numeric
2021-22,,Communications,Number,0's,1779.0,820.0,8.7,0.7,3.0,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,22,Transgrid,https://www.aer.gov.au/documents/transgrid-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Transgrid+2021%E2%80%9322,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,communications,Communications,mapped,mapped,count,1.0,standardized_source_unit,1779.0,numeric,820.0,numeric,8.7,numeric,0.7,numeric,3.0,numeric
