reporting_period,maintenance_activity,maintenance_asset_category,measure_asset_quantity,source_unit,asset_quantity_at_year_end,quantity_inspected_maintained,average_age_of_asset_group,inspection_cycle_years,maintenance_cycle_years,source_workbook,source_sheet,source_row,business,landing_page_url,source_page_url,metadata_match_status,maintenance_activity_resolved,activity_resolution_status,activity_anchor_source_row,row_classification,analytic_row_eligible,maintenance_activity_standard_id,maintenance_activity_standard,maintenance_asset_standard_id,maintenance_asset_standard,activity_mapping_status,asset_mapping_status,quantity_unit_standard,quantity_scale_factor,quantity_unit_status,asset_quantity_at_year_end_standard,asset_quantity_at_year_end_status,quantity_inspected_maintained_standard,quantity_inspected_maintained_status,average_age_of_asset_group_standard,average_age_of_asset_group_status,inspection_cycle_years_standard,inspection_cycle_years_status,maintenance_cycle_years_standard,maintenance_cycle_years_status
2015-16,SCADA & network control maintenance,SCADA & network control maintenance,Number of comms sites,0's,120.0,120.0,30.0,0.5,Nil. Cond mon.&corr mtce,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,standardized_source_unit,120.0,numeric,120.0,numeric,30.0,numeric,0.5,numeric,,recognized_special
2015-16,Protection systems maintenance,Protection systems maintenance,Number of protection systems,0's,1362.0,1362.0,13.6,0.25,4,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,20,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,standardized_source_unit,1362.0,numeric,1362.0,numeric,13.6,numeric,0.25,numeric,4.0,numeric
2015-16,Right of way (Row) maintenance,Row Maintenance ,Length (Route Km),000' km,4.539,4.539,42.7,0.5,3,Copy of D16 147530(V3)  ElectraNet 2015-16 - Category Analysis RIN Response - Public Version - 31 October 2016 - PUBLIC.xlsm,2.8 Maintenance,21,ElectraNet,https://www.aer.gov.au/documents/electranet-2015-16-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=11,validated_manifest_match,Right of way (Row) maintenance,submitted,21,meaningful,True,right_of_way_maintenance,Right of way (ROW) maintenance,row_maintenance,ROW Maintenance,mapped,mapped,km,1000.0,standardized_source_unit,4539.0,numeric,4539.0,numeric,42.7,numeric,0.5,numeric,3.0,numeric
2016-17,Transmission lines maintenance,Transmission towers,Number of towers,0's,13.257,13.257,45.2,0.5,Nil. Cond mon.&corr mtce,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,12,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13.257,numeric,13.257,numeric,45.2,numeric,0.5,numeric,,recognized_special
2016-17,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,58.956,58.956,43.3420447284345,0.5,Nil. Cond mon.&corr mtce,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,13,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,58.956,numeric,58.956,numeric,43.3420447284345,numeric,0.5,numeric,,recognized_special
2016-17,Transmission lines maintenance,Conductors,Route length,km,5.49237,5.49237,43.7,0.5,Nil. Cond mon.&corr mtce,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,14,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,5.49237,numeric,5.49237,numeric,43.7,numeric,0.5,numeric,,recognized_special
2016-17,Transmission lines maintenance,Transmission cables,Route length,km,0.027,0.027,13.4,0.02,Nil. Cond mon.&corr mtce,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,15,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,0.027,numeric,0.027,numeric,13.4,numeric,0.02,numeric,,recognized_special
2016-17,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1.467,1.467,24.9,0.25,6,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,16,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1.467,numeric,1.467,numeric,24.9,numeric,0.25,numeric,6.0,numeric
2016-17,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,0.139,0.139,28.2,0.25,6,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,17,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,0.139,numeric,0.139,numeric,28.2,numeric,0.25,numeric,6.0,numeric
2016-17,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,0.078,0.078,38.4,0.25,0.5,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,18,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,0.078,numeric,0.078,numeric,38.4,numeric,0.25,numeric,0.5,numeric
2016-17,SCADA & network control maintenance,SCADA & network control maintenance,Number of Comms Sites,0's,121.0,121.0,28.9,0.5,Nil. Cond mon.&corr mtce,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,standardized_source_unit,121.0,numeric,121.0,numeric,28.9,numeric,0.5,numeric,,recognized_special
2016-17,Protection systems maintenance,Protection systems maintenance,Number of Protection Systems,0's,1391.0,1391.0,13.0,0.25,4,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,20,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,standardized_source_unit,1391.0,numeric,1391.0,numeric,13.0,numeric,0.25,numeric,4.0,numeric
2016-17,Other maintenance activity ,Right of way (Row Maintenance),Length (Route KM),km,4536.0,4536.0,43.7,0.5,3,Copy of D17 153782  ElectraNet 2016-17 - Category Analysis RIN - Template - 31 October 2017 - PUBLIC.xlsm,2.8 Maintenance,21,ElectraNet,https://www.aer.gov.au/documents/electranet-2016-17-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=14,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,km,1.0,standardized_source_unit,4536.0,numeric,4536.0,numeric,43.7,numeric,0.5,numeric,3.0,numeric
2017-18,Transmission lines maintenance,Transmission towers,Number of towers,0's,37419.0,7911.0,38.04250745166311,5.040955631399317,5.3489500842998,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,12,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,37419.0,numeric,7911.0,numeric,38.04250745166311,numeric,5.040955631399317,numeric,5.3489500842998,numeric
2017-18,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,0.0,0.0,0.0,0.0,0.0,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,13,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,0.0,numeric,0.0,numeric,0.0,numeric,0.0,numeric,0.0,numeric
2017-18,Transmission lines maintenance,Conductors,Route length,km,11295.173239571512,7595.382300091351,41.16846291172276,7.618687225915971,0.0,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,14,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,11295.173239571512,numeric,7595.382300091351,numeric,41.16846291172276,numeric,7.618687225915971,numeric,0.0,numeric
2017-18,Transmission lines maintenance,Transmission cables,Route length,km,66.317,66.317,19.08129424728668,0.0880151581603454,1.300198080146275,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,15,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,66.317,numeric,66.317,numeric,19.08129424728668,numeric,0.0880151581603454,numeric,1.300198080146275,numeric
2017-18,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2284.0,434.0,30.172504378283712,0.5,5.223774750012895,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,16,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,2284.0,numeric,434.0,numeric,30.172504378283712,numeric,0.5,numeric,5.223774750012895,numeric
2017-18,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,217.0,207.0,21.83410138248848,0.5,4.774193548387097,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,17,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,217.0,numeric,207.0,numeric,21.83410138248848,numeric,0.5,numeric,4.774193548387097,numeric
2017-18,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,94.0,92.0,34.680851063829785,0.5851063829787234,0.25,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,18,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,94.0,numeric,92.0,numeric,34.680851063829785,numeric,0.5851063829787234,numeric,0.25,numeric
2017-18,SCADA & network control maintenance,SCADA & network control maintenance,Units,,1961.0,98.0,7.84,,,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,19,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,1961.0,numeric,98.0,numeric,7.84,numeric,,blank,,blank
2017-18,Protection systems maintenance,Protection systems maintenance,Units,,3183.0,1343.0,15.15,,6.24,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,20,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,3183.0,numeric,1343.0,numeric,15.15,numeric,,blank,6.24,numeric
2017-18,Other maintenance activity ,Metering,Units,,837.0,519.0,6.39,2.5,5.0,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,21,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,metering,Metering,mapped,mapped,count,1.0,inferred_from_measure,837.0,numeric,519.0,numeric,6.39,numeric,2.5,numeric,5.0,numeric
2017-18,,Communications,Units,,1918.0,1352.0,6.07,0.5,3.0,DORIS - D18-158142 Transgrid 2017-18 - Category Analysis RIN - Templates - Public.XLSM,2.8 Maintenance,22,Transgrid,https://www.aer.gov.au/documents/transgrid-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/transgrid-t?page=2,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,communications,Communications,mapped,mapped,count,1.0,inferred_from_measure,1918.0,numeric,1352.0,numeric,6.07,numeric,0.5,numeric,3.0,numeric
2017-18,Transmission lines maintenance,Transmission towers,Number of towers,0's,13290.0,13290.0,46.1,0.5,Nil. Cond mon.&corr mtce,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,12,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13290.0,numeric,13290.0,numeric,46.1,numeric,0.5,numeric,,recognized_special
2017-18,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,62202.0,62202.0,42.97,0.5,Nil. Cond mon.&corr mtce,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,13,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,62202.0,numeric,62202.0,numeric,42.97,numeric,0.5,numeric,,recognized_special
2017-18,Transmission lines maintenance,Conductors,Route length,km,5494.97,5494.97,44.7,0.5,Nil. Cond mon.&corr mtce,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,14,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,5494.97,numeric,5494.97,numeric,44.7,numeric,0.5,numeric,,recognized_special
2017-18,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,14.2,0.02,Nil. Cond mon.&corr mtce,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,15,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,27.0,numeric,27.0,numeric,14.2,numeric,0.02,numeric,,recognized_special
2017-18,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1604.0,1604.0,26.4,0.25,6,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,16,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1604.0,numeric,1604.0,numeric,26.4,numeric,0.25,numeric,6.0,numeric
2017-18,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,138.0,138.0,27.3,0.25,6,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,17,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,138.0,numeric,138.0,numeric,27.3,numeric,0.25,numeric,6.0,numeric
2017-18,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,78.0,78.0,38.9,0.25,0.5,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,18,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,78.0,numeric,78.0,numeric,38.9,numeric,0.25,numeric,0.5,numeric
2017-18,SCADA & network control maintenance,SCADA & network control maintenance,Number of Comms Sites,0's,119.0,119.0,28.9,0.5,Nil. Cond mon.&corr mtce,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,standardized_source_unit,119.0,numeric,119.0,numeric,28.9,numeric,0.5,numeric,,recognized_special
2017-18,Protection systems maintenance,Protection systems maintenance,Number of Protection Systems,0's,1437.0,1437.0,13.2,0.25,4,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,20,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,standardized_source_unit,1437.0,numeric,1437.0,numeric,13.2,numeric,0.25,numeric,4.0,numeric
2017-18,Other maintenance activity ,,<NSP to enter measure>,,,,,,,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,21,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Other maintenance activity ,submitted,21,empty_template_row,False,,,,,not_applicable,not_applicable,,,not_applicable,,blank,,blank,,blank,,blank,,blank
2017-18,Right of way (Row) Maintenance ,Row Maintenance,Length (Route KM),km,4537.0,4537.0,46.1,0.5,3,DORIS - D18-158267 ElectraNet 2017-18 - Category Analysis RIN - Template - Public.XLSM,2.8 Maintenance,22,ElectraNet,https://www.aer.gov.au/documents/electranet-2017-18-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet,validated_manifest_match,Right of way (Row) Maintenance ,submitted,22,meaningful,True,right_of_way_maintenance,Right of way (ROW) maintenance,row_maintenance,ROW Maintenance,mapped,mapped,km,1.0,standardized_source_unit,4537.0,numeric,4537.0,numeric,46.1,numeric,0.5,numeric,3.0,numeric
2018-19,Transmission lines maintenance,Transmission towers,Number of towers,0's,13215.0,13215.0,47.5,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,12,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13215.0,numeric,13215.0,numeric,47.5,numeric,0.5,numeric,,recognized_special
2018-19,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,58352.0,58352.0,45.04,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,13,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,58352.0,numeric,58352.0,numeric,45.04,numeric,0.5,numeric,,recognized_special
2018-19,Transmission lines maintenance,Conductors,Route length,km,5485.47,5485.47,45.24,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,14,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,5485.47,numeric,5485.47,numeric,45.24,numeric,0.5,numeric,,recognized_special
2018-19,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,17.4,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,15,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,27.0,numeric,27.0,numeric,17.4,numeric,0.02,numeric,,recognized_special
2018-19,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1612.0,1612.0,26.9,0.25,6,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,16,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1612.0,numeric,1612.0,numeric,26.9,numeric,0.25,numeric,6.0,numeric
2018-19,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,137.0,137.0,26.9,0.25,6,ElectraNet 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175655.xlsx,2.8 Maintenance,17,ElectraNet,https://www.aer.gov.au/documents/electranet-2018-19-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=2,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,137.0,numeric,137.0,numeric,26.9,numeric,0.25,numeric,6.0,numeric
